Date,Open,High,Low,Close,Adj Close,Volume
2022-01-18,262.600006,266.380005,257.700012,259.029999,258.787994,42427000
2022-01-19,260.790009,265.429993,250.520004,250.669998,250.435822,48831500
2022-01-20,253.039993,255.789993,240.779999,241.500000,241.274384,43518100
2022-01-21,235.070007,248.229996,232.630005,233.740005,233.521637,71895800
2022-01-24,223.300003,233.800003,208.880005,233.720001,233.501648,91398200
2022-01-25,225.460007,229.429993,220.000000,223.240005,223.031464,66461600
2022-01-26,232.399994,240.570007,223.000000,227.720001,227.507278,75595900
2022-01-27,235.679993,239.949997,216.750000,219.440002,219.235001,57335300
2022-01-28,220.119995,228.580002,212.960007,228.399994,228.186615,54377400
2022-01-31,231.820007,245.089996,230.520004,244.860001,244.631241,56468000
2022-02-01,251.039993,251.449997,238.899994,246.380005,246.149826,51892500
2022-02-02,257.940002,258.170013,245.529999,252.419998,252.184174,54341900
2022-02-03,244.580002,250.770004,237.800003,239.479996,239.256271,41017800
2022-02-04,239.720001,246.350006,236.320007,243.190002,242.962814,35482900
2022-02-07,243.720001,251.820007,242.020004,247.279999,247.048981,37686800
2022-02-08,243.589996,252.300003,239.800003,251.080002,250.845428,41035900
2022-02-09,256.220001,267.250000,253.529999,267.049988,266.800507,52428200
2022-02-10,259.950012,269.250000,256.000000,258.239990,257.998749,51320000
2022-02-11,259.160004,261.519989,237.729996,239.490005,239.266281,60547200
2022-02-14,239.339996,248.750000,237.550003,242.669998,242.443298,44042400
2022-02-15,249.490005,265.450012,247.839996,264.950012,264.702454,69986900
2022-02-16,262.589996,265.820007,255.520004,265.109985,264.862305,73267600
2022-02-17,256.299988,257.850006,241.649994,245.070007,244.841049,81059500
2022-02-18,246.679993,249.860001,231.000000,236.419998,236.199127,76125500
2022-02-22,230.350006,240.639999,230.000000,233.899994,233.681473,63342200
2022-02-23,238.020004,241.550003,223.009995,223.869995,223.660873,56651100
2022-02-24,210.149994,238.000000,208.899994,237.479996,237.258133,73580100
2022-02-25,237.210007,242.169998,233.809998,241.570007,241.344330,52886600
2022-02-28,239.919998,246.649994,237.070007,243.850006,243.622208,47731900
2022-03-01,242.910004,243.770004,231.320007,234.770004,234.550674,41205600
2022-03-02,237.559998,244.089996,234.149994,242.199997,242.014954,38964200
2022-03-03,242.619995,243.259995,234.690002,237.139999,236.958817,36509500
2022-03-04,233.839996,236.800003,224.820007,229.360001,229.184784,43141500
2022-03-07,228.169998,230.330002,213.300003,213.520004,213.356873,45082100
2022-03-08,213.089996,223.729996,206.500000,215.139999,214.975632,55746700
2022-03-09,223.869995,232.199997,222.470001,230.139999,229.964172,49274200
2022-03-10,225.309998,227.880005,218.820007,226.580002,226.406891,42806600
2022-03-11,230.220001,231.449997,220.460007,221.000000,220.831161,36720900
2022-03-14,218.690002,222.619995,211.589996,213.300003,213.137039,38535400
2022-03-15,215.179993,230.380005,213.220001,229.729996,229.554489,49199600
2022-03-16,235.000000,245.970001,231.720001,244.960007,244.772858,67142200
2022-03-17,241.199997,248.419998,239.059998,247.660004,247.470795,47194100
2022-03-18,247.990005,265.690002,246.240005,264.529999,264.327881,73071900
2022-03-21,265.070007,271.519989,259.670013,267.339996,267.135742,59172700
2022-03-22,267.269989,272.380005,260.720001,265.239990,265.037323,54700700
2022-03-23,261.260010,266.119995,255.750000,256.339996,256.144165,50212000
2022-03-24,261.660004,283.200012,259.070007,281.500000,281.284943,87737900
2022-03-25,278.859985,283.579987,272.709991,276.920013,276.708466,57901600
2022-03-28,277.559998,282.500000,272.059998,282.190002,281.974396,42549400
2022-03-29,286.950012,289.459991,279.799988,286.559998,286.341064,48898400
2022-03-30,283.040009,284.959991,275.029999,276.899994,276.688446,46348700
2022-03-31,277.820007,282.480011,272.700012,272.859985,272.651520,52344000
2022-04-01,273.750000,274.959991,262.670013,267.119995,266.915894,51723500
2022-04-04,267.279999,275.579987,266.130005,273.600006,273.390991,39712000
2022-04-05,272.540009,273.190002,258.200012,259.309998,259.111908,43661500
2022-04-06,249.339996,253.000000,240.029999,244.070007,243.883530,70383300
2022-04-07,244.410004,247.220001,234.779999,242.080002,241.895050,55799200
2022-04-08,239.169998,239.229996,230.619995,231.190002,231.013367,52478100
2022-04-11,222.139999,223.199997,216.600006,219.169998,219.002548,57520700
2022-04-12,225.369995,227.250000,212.820007,215.039993,214.875702,66225800
2022-04-13,217.279999,225.000000,214.550003,222.029999,221.860352,51694300
2022-04-14,225.050003,227.770004,211.630005,212.580002,212.417587,56909700
2022-04-18,212.000000,220.880005,210.789993,217.830002,217.663574,52570100
2022-04-19,217.199997,223.729996,213.139999,221.979996,221.810394,51278100
2022-04-20,225.169998,226.699997,212.000000,214.820007,214.655884,46897400
2022-04-21,217.089996,223.919998,200.000000,201.830002,201.675797,65620900
2022-04-22,203.029999,204.860001,195.000000,195.149994,195.000900,62471300
2022-04-25,192.020004,199.449997,190.960007,199.020004,198.867950,64156600
2022-04-26,197.179993,197.880005,186.699997,187.880005,187.736465,65314300
2022-04-27,185.979996,191.669998,182.899994,184.149994,184.009308,49946000
2022-04-28,189.669998,200.369995,184.899994,197.820007,197.668869,57032700
2022-04-29,194.020004,201.279999,185.169998,185.470001,185.328308,50043500
2022-05-02,185.410004,195.740005,183.910004,195.330002,195.180771,57204900
2022-05-03,194.000000,198.250000,191.330002,196.020004,195.870255,47575100
2022-05-04,199.229996,204.000000,187.509995,203.339996,203.184647,64885500
2022-05-05,198.669998,199.250000,185.000000,188.440002,188.296021,62633100
2022-05-06,187.360001,195.119995,179.899994,186.750000,186.607330,63329700
2022-05-09,180.339996,182.550003,168.270004,169.500000,169.370514,64445500
2022-05-10,176.889999,181.979996,170.250000,175.949997,175.815567,76147400
2022-05-11,173.470001,177.529999,165.679993,166.300003,166.172958,67016700
2022-05-12,162.190002,167.880005,155.669998,161.750000,161.626419,70872800
2022-05-13,167.880005,179.279999,165.929993,177.059998,176.924713,67043700
2022-05-16,175.089996,177.880005,171.059998,172.639999,172.508087,52144600
2022-05-17,180.740005,183.710007,176.339996,181.770004,181.631134,58583000
2022-05-18,177.050003,181.179993,168.639999,169.380005,169.250595,54516100
2022-05-19,169.369995,176.869995,167.339996,171.240005,171.109192,62131000
2022-05-20,173.320007,174.100006,157.550003,166.940002,166.812454,73910500
2022-05-23,162.740005,169.149994,161.789993,168.979996,168.850906,63988900
2022-05-24,165.100006,165.970001,157.800003,161.539993,161.416565,58855000
2022-05-25,160.199997,171.110001,160.000000,169.750000,169.620316,78113200
2022-05-26,160.360001,180.919998,160.220001,178.509995,178.373611,99657500
2022-05-27,181.860001,188.809998,181.000000,188.110001,187.966278,73837900
2022-05-31,189.800003,192.000000,183.500000,186.720001,186.577332,66410000
2022-06-01,187.240005,190.529999,181.220001,183.199997,183.060028,54451400
2022-06-02,182.919998,196.190002,181.979996,195.919998,195.770309,64865600
2022-06-03,190.820007,193.320007,185.220001,187.199997,187.056976,59877900
2022-06-06,191.389999,193.369995,185.639999,187.860001,187.716476,42240600
2022-06-07,184.720001,190.000000,181.880005,189.259995,189.115402,38891400
2022-06-08,187.990005,191.800003,185.350006,186.479996,186.376907,36325200
2022-06-09,184.809998,189.330002,180.410004,180.479996,180.380234,39557400
2022-06-10,176.000000,176.970001,168.690002,169.740005,169.646179,46524800
2022-06-13,160.000000,163.119995,156.059998,156.470001,156.383514,60415300
2022-06-14,157.309998,160.660004,154.119995,158.360001,158.272476,46968000
2022-06-15,160.949997,168.679993,159.259995,165.270004,165.178650,56393600
2022-06-16,158.600006,159.419998,154.009995,156.009995,155.923752,54574900
2022-06-17,156.479996,159.949997,153.279999,158.800003,158.712219,63033400
2022-06-21,164.750000,170.080002,164.070007,165.660004,165.568436,48308900
2022-06-22,162.259995,166.619995,161.800003,163.600006,163.509583,43713500
2022-06-23,165.190002,165.850006,158.529999,162.250000,162.160309,46368000
2022-06-24,165.000000,171.399994,163.100006,171.259995,171.165329,47215300
2022-06-27,173.119995,173.300003,166.259995,168.690002,168.596756,42796800
2022-06-28,169.000000,172.020004,159.449997,159.820007,159.731659,46114900
2022-06-29,158.139999,158.199997,151.699997,155.419998,155.334091,48235200
2022-06-30,153.610001,155.669998,148.619995,151.589996,151.506195,68607000
2022-07-01,148.990005,150.630005,143.919998,145.229996,145.149719,57761000
2022-07-05,141.750000,149.710007,140.550003,149.639999,149.557281,65139700
2022-07-06,150.100006,153.190002,147.889999,151.300003,151.216370,52906600
2022-07-07,154.559998,159.449997,153.889999,158.580002,158.492340,49290300
2022-07-08,154.300003,160.369995,153.889999,158.380005,158.292450,46797200
2022-07-11,155.259995,155.270004,150.380005,151.520004,151.436249,43732100
2022-07-12,152.679993,154.309998,148.770004,150.820007,150.736633,45848300
2022-07-13,145.899994,153.750000,144.649994,151.639999,151.556183,52191800
2022-07-14,151.080002,154.729996,147.279999,153.720001,153.635025,45623500
2022-07-15,156.589996,157.820007,154.449997,157.619995,157.532867,38593500
2022-07-18,163.020004,168.970001,160.020004,161.009995,160.920990,67051700
2022-07-19,164.860001,171.100006,161.720001,169.919998,169.826080,70236600
2022-07-20,169.470001,179.330002,168.009995,178.070007,177.971573,76053800
2022-07-21,178.850006,181.440002,175.449997,180.500000,180.400238,55704900
2022-07-22,178.929993,179.669998,171.369995,173.190002,173.094269,53667100
2022-07-25,170.190002,171.240005,166.490005,170.240005,170.145889,48074800
2022-07-26,168.889999,169.190002,164.779999,165.330002,165.238617,39786500
2022-07-27,170.320007,179.360001,169.130005,177.899994,177.801651,56977600
2022-07-28,179.750000,181.399994,174.399994,179.839996,179.740601,47464600
2022-07-29,178.130005,182.440002,176.919998,181.630005,181.529617,43546000
2022-08-01,181.820007,188.460007,179.899994,184.410004,184.308075,47646900
2022-08-02,181.220001,189.380005,180.919998,185.259995,185.157593,48952700
2022-08-03,181.839996,189.679993,181.369995,188.929993,188.825562,41814600
2022-08-04,188.490005,192.740005,187.600006,192.149994,192.043777,40965200
2022-08-05,188.100006,192.289993,186.660004,189.889999,189.785034,38606800
2022-08-08,175.020004,182.389999,172.419998,177.929993,177.831650,98185900
2022-08-09,172.520004,174.470001,167.240005,170.860001,170.765549,66826300
2022-08-10,176.979996,181.179993,173.169998,180.970001,180.869980,59742200
2022-08-11,181.309998,187.070007,178.759995,179.419998,179.320831,50932700
2022-08-12,181.600006,187.179993,179.529999,187.089996,186.986588,47809400
2022-08-15,187.009995,191.639999,186.130005,190.320007,190.214813,45766600
2022-08-16,189.199997,191.419998,185.009995,188.789993,188.685638,45124000
2022-08-17,185.229996,186.880005,181.449997,183.350006,183.248657,44679900
2022-08-18,183.009995,188.649994,181.830002,187.729996,187.626221,41544700
2022-08-19,184.059998,185.199997,177.699997,178.490005,178.391342,44158800
2022-08-22,174.899994,175.580002,169.660004,170.339996,170.245850,40959300
2022-08-23,169.889999,174.649994,169.699997,171.809998,171.715027,36998600
2022-08-24,170.119995,174.059998,168.949997,172.220001,172.124802,52266100
2022-08-25,168.440002,179.470001,168.330002,179.130005,179.030975,77069100
